OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383418107471401201008251207_02,Sample-Routine,Water,,2010-08-25,12:07:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383418107471401,"RED ROCK CANYON NEAR NPS BOUNDARY NEAR MONTROSE,CO",Organization ActivityID=BLCA_383418107471401201008251207,,,,38.5716523000,-107.7878374000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822918378,Not Detected,,Zinc,Dissolved,,ug/L,,Final,,Actual,,,,,,,,,,<,,,,,,,,,,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result Entered into National Database,,,"USGS-National Water Quality Lab, Denver, CO",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-BLCA_383418107471401201008251207_02/results/822918378/resdetectqntlmts,Method Detection Level,2.8,ug/L,,2020-01-31T17:42:42,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383537107471500201009290955_02,Sample-Routine,Water,,2010-09-29,09:55:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383537107471500,"RED ROCK CANYON AT MOUTH NEAR MONTROSE, CO",Organization ActivityID=BLCA_383537107471500201009290955,,,,38.5935966000,-107.7881153000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822920767,,,Magnesium,Dissolved,48.9,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result Entered into National Database,,,"USGS-National Water Quality Lab, Denver, CO",,,,,,,,2020-01-31T17:43:21,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383537107471500201008250930_02,Sample-Routine,Water,,2010-08-25,09:30:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383537107471500,"RED ROCK CANYON AT MOUTH NEAR MONTROSE, CO",Organization ActivityID=BLCA_383537107471500201008250930,,,,38.5935966000,-107.7881153000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822920746,,as N,Nitrite,Dissolved,0.0013,mg/L,,Final,,Estimated,,,,,,,,,,E,,,,,,,,,,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result Entered into National Database,,,"USGS-National Water Quality Lab, Denver, CO",,,,,,,,2020-01-31T17:43:21,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383537107471500201009290955_02,Sample-Routine,Water,,2010-09-29,09:55:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383537107471500,"RED ROCK CANYON AT MOUTH NEAR MONTROSE, CO",Organization ActivityID=BLCA_383537107471500201009290955,,,,38.5935966000,-107.7881153000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822920770,,as NO3,Nitrate,Dissolved,1.2786,mg/L,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,USGS_NWIS_ALGOR,11NPSWRD_WQX,Computation by NWIS algorithm,,,"USGS-National Water Quality Lab, Denver, CO",,,,,,,,2020-01-31T17:43:21,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383418107471401201007281230_01,Field Msr/Obs,Water,,2010-07-28,12:30:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383418107471401,"RED ROCK CANYON NEAR NPS BOUNDARY NEAR MONTROSE,CO",Organization ActivityID=BLCA_383418107471401201007281230,,,,38.5716523000,-107.7878374000,,,,,,STORET-822918333,,,Dissolved oxygen saturation,Unfiltered,102,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-31T17:42:41,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383418107471401201009291253_02,Sample-Routine,Water,,2010-09-29,12:53:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383418107471401,"RED ROCK CANYON NEAR NPS BOUNDARY NEAR MONTROSE,CO",Organization ActivityID=BLCA_383418107471401201009291253,,,,38.5716523000,-107.7878374000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822918389,,,"Hardness, Ca, Mg",Unfiltered,452.0,mg/l CaCO3**,,Final,,Actual,,,,,,,,,,,,,,,,,,,,USGS_NWIS_ALGOR,11NPSWRD_WQX,Computation by NWIS algorithm,,,"USGS-National Water Quality Lab, Denver, CO",,,,,,,,2020-01-31T17:42:42,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383537107471500201006161000_02,Sample-Routine,Water,,2010-06-16,10:00:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383537107471500,"RED ROCK CANYON AT MOUTH NEAR MONTROSE, CO",Organization ActivityID=BLCA_383537107471500201006161000,,,,38.5935966000,-107.7881153000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822920688,,,Calcium,Dissolved,108,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result Entered into National Database,,,"USGS-National Water Quality Lab, Denver, CO",,,,,,,,2020-01-31T17:43:21,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383418107471401201007281230_02,Sample-Routine,Water,,2010-07-28,12:30:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383418107471401,"RED ROCK CANYON NEAR NPS BOUNDARY NEAR MONTROSE,CO",Organization ActivityID=BLCA_383418107471401201007281230,,,,38.5716523000,-107.7878374000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822918347,,,Copper,Dissolved,1.16,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result Entered into National Database,,,"USGS-National Water Quality Lab, Denver, CO",,,,,,,,2020-01-31T17:42:42,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383418107471401201008251207_02,Sample-Routine,Water,,2010-08-25,12:07:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383418107471401,"RED ROCK CANYON NEAR NPS BOUNDARY NEAR MONTROSE,CO",Organization ActivityID=BLCA_383418107471401201008251207,,,,38.5716523000,-107.7878374000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822918369,,as N,Nitrate + Nitrite,Dissolved,0.497,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result Entered into National Database,,,"USGS-National Water Quality Lab, Denver, CO",,,,,,,,2020-01-31T17:42:42,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383537107471500201009290955_02,Sample-Routine,Water,,2010-09-29,09:55:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383537107471500,"RED ROCK CANYON AT MOUTH NEAR MONTROSE, CO",Organization ActivityID=BLCA_383537107471500201009290955,,,,38.5935966000,-107.7881153000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822920766,,,Calcium,Dissolved,91.8,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result Entered into National Database,,,"USGS-National Water Quality Lab, Denver, CO",,,,,,,,2020-01-31T17:43:21,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383418107471401201006161255_02,Sample-Routine,Water,,2010-06-16,12:55:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383418107471401,"RED ROCK CANYON NEAR NPS BOUNDARY NEAR MONTROSE,CO",Organization ActivityID=BLCA_383418107471401201006161255,,,,38.5716523000,-107.7878374000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822918311,,,"Hardness, Ca, Mg",Unfiltered,478.3,mg/l CaCO3**,,Final,,Actual,,,,,,,,,,,,,,,,,,,,USGS_NWIS_ALGOR,11NPSWRD_WQX,Computation by NWIS algorithm,,,"USGS-National Water Quality Lab, Denver, CO",,,,,,,,2020-01-31T17:42:41,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383418107471401201008251207_02,Sample-Routine,Water,,2010-08-25,12:07:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383418107471401,"RED ROCK CANYON NEAR NPS BOUNDARY NEAR MONTROSE,CO",Organization ActivityID=BLCA_383418107471401201008251207,,,,38.5716523000,-107.7878374000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822918365,,,Magnesium,Dissolved,40.6,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result Entered into National Database,,,"USGS-National Water Quality Lab, Denver, CO",,,,,,,,2020-01-31T17:42:42,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383418107471401201009291253_02,Sample-Routine,Water,,2010-09-29,12:53:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383418107471401,"RED ROCK CANYON NEAR NPS BOUNDARY NEAR MONTROSE,CO",Organization ActivityID=BLCA_383418107471401201009291253,,,,38.5716523000,-107.7878374000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822918390,,,Calcium,Dissolved,103,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result Entered into National Database,,,"USGS-National Water Quality Lab, Denver, CO",,,,,,,,2020-01-31T17:42:42,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383418107471401201007281230_02,Sample-Routine,Water,,2010-07-28,12:30:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383418107471401,"RED ROCK CANYON NEAR NPS BOUNDARY NEAR MONTROSE,CO",Organization ActivityID=BLCA_383418107471401201007281230,,,,38.5716523000,-107.7878374000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822918344,,as N,Nitrite,Dissolved,0.0058,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result Entered into National Database,,,"USGS-National Water Quality Lab, Denver, CO",,,,,,,,2020-01-31T17:42:42,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383418107471401201006161255_01,Field Msr/Obs,Water,,2010-06-16,12:55:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383418107471401,"RED ROCK CANYON NEAR NPS BOUNDARY NEAR MONTROSE,CO",Organization ActivityID=BLCA_383418107471401201006161255,,,,38.5716523000,-107.7878374000,,,,,,STORET-822918306,,,Dissolved oxygen (DO),Unfiltered,7.83,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-31T17:42:41,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383537107471500201006161000_02,Sample-Routine,Water,,2010-06-16,10:00:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383537107471500,"RED ROCK CANYON AT MOUTH NEAR MONTROSE, CO",Organization ActivityID=BLCA_383537107471500201006161000,,,,38.5935966000,-107.7881153000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822920695,,as P,"Total Phosphorus, mixed forms",Unfiltered,0.0459,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result Entered into National Database,,,"USGS-National Water Quality Lab, Denver, CO",,,,,,,,2020-01-31T17:43:21,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383418107471401201007281230_02,Sample-Routine,Water,,2010-07-28,12:30:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383418107471401,"RED ROCK CANYON NEAR NPS BOUNDARY NEAR MONTROSE,CO",Organization ActivityID=BLCA_383418107471401201007281230,,,,38.5716523000,-107.7878374000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822918348,,,Lead,Dissolved,0.022,ug/L,,Final,,Estimated,,,,,,,,,,E,,,,,,,,,,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result Entered into National Database,,,"USGS-National Water Quality Lab, Denver, CO",,,,,,,,2020-01-31T17:42:42,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383537107471500201006161000_01,Field Msr/Obs,Water,,2010-06-16,10:00:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383537107471500,"RED ROCK CANYON AT MOUTH NEAR MONTROSE, CO",Organization ActivityID=BLCA_383537107471500201006161000,,,,38.5935966000,-107.7881153000,,,,,,STORET-822920682,,,Dissolved oxygen (DO),Unfiltered,8.23,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-31T17:43:20,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383418107471401201012131300,Sample-Routine,Water,,2010-12-13,13:00:00,MST,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383418107471401,"RED ROCK CANYON NEAR NPS BOUNDARY NEAR MONTROSE,CO",Organization ActivityID=BLCA_383418107471401201012131300,,,,38.5716523000,-107.7878374000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822918410,Not Reported,as N,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,,mg/L,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,I-2650-03,USDOI/USGS,"Nitrogen and Phosphorus, Dissolved, in water by Alkaline Persulfate Digestion",,https://www.nemi.gov/methods/method_summary/8885/,"USGS-National Water Quality Lab, Denver, CO",,,,,,,,2020-01-31T17:42:42,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383537107471500201009290955_01,Field Msr/Obs,Water,,2010-09-29,09:55:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383537107471500,"RED ROCK CANYON AT MOUTH NEAR MONTROSE, CO",Organization ActivityID=BLCA_383537107471500201009290955,,,,38.5935966000,-107.7881153000,,,,,,STORET-822920759,,,Flow,,0.273,ft3/sec,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result Entered into National Database,,,,,,,,,,,2020-01-31T17:43:21,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383418107471401201009291253_02,Sample-Routine,Water,,2010-09-29,12:53:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383418107471401,"RED ROCK CANYON NEAR NPS BOUNDARY NEAR MONTROSE,CO",Organization ActivityID=BLCA_383418107471401201009291253,,,,38.5716523000,-107.7878374000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822918402,,,Selenium,Dissolved,18.2,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result Entered into National Database,,,"USGS-National Water Quality Lab, Denver, CO",,,,,,,,2020-01-31T17:42:42,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383418107471401201009291253_02,Sample-Routine,Water,,2010-09-29,12:53:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383418107471401,"RED ROCK CANYON NEAR NPS BOUNDARY NEAR MONTROSE,CO",Organization ActivityID=BLCA_383418107471401201009291253,,,,38.5716523000,-107.7878374000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822918397,,as P,"Total Phosphorus, mixed forms",Unfiltered,0.0504,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result Entered into National Database,,,"USGS-National Water Quality Lab, Denver, CO",,,,,,,,2020-01-31T17:42:42,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383537107471500201009290955_02,Sample-Routine,Water,,2010-09-29,09:55:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383537107471500,"RED ROCK CANYON AT MOUTH NEAR MONTROSE, CO",Organization ActivityID=BLCA_383537107471500201009290955,,,,38.5935966000,-107.7881153000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822920779,Not Detected,,Silver,Dissolved,,ug/L,,Final,,Actual,,,,,,,,,,<,,,,,,,,,,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result Entered into National Database,,,"USGS-National Water Quality Lab, Denver, CO",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-BLCA_383537107471500201009290955_02/results/822920779/resdetectqntlmts,Method Detection Level,0.01,ug/L,,2020-01-31T17:43:21,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383537107471500201008250930_01,Field Msr/Obs,Water,,2010-08-25,09:30:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383537107471500,"RED ROCK CANYON AT MOUTH NEAR MONTROSE, CO",Organization ActivityID=BLCA_383537107471500201008250930,,,,38.5935966000,-107.7881153000,,,,,,STORET-822920736,,,pH,Unfiltered,8.42,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result Entered into National Database,,,,,,,,,,,2020-01-31T17:43:21,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383418107471401201006161255_02,Sample-Routine,Water,,2010-06-16,12:55:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383418107471401,"RED ROCK CANYON NEAR NPS BOUNDARY NEAR MONTROSE,CO",Organization ActivityID=BLCA_383418107471401201006161255,,,,38.5716523000,-107.7878374000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822918320,,,Cadmium,Dissolved,0.034,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result Entered into National Database,,,"USGS-National Water Quality Lab, Denver, CO",,,,,,,,2020-01-31T17:42:41,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383418107471401201006161255_02,Sample-Routine,Water,,2010-06-16,12:55:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383418107471401,"RED ROCK CANYON NEAR NPS BOUNDARY NEAR MONTROSE,CO",Organization ActivityID=BLCA_383418107471401201006161255,,,,38.5716523000,-107.7878374000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822918327,,,Escherichia coli,,950,cfu/100mL,CNT,Final,,Estimated,,,,,,,,,,Ek,,,,,,,,,,1603,USEPA,Escherichia coli in Water by Membrane Filtration Using Modified membrane-Thermotolerant E. coli Agar (Modified mTEC),,,U.S. Geological Survey-Water Resources Discipline,,Non-acceptable colony counts.,,,,,,2020-01-31T17:42:41,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BLCA_383537107471500201008250930_02,Sample-Routine,Water,,2010-08-25,09:30:00,MDT,,,,,,,,,,,,BLCA_CURE_WQ,Black Canyon of the Gunnison National Park and Curecanti National Recreation Area Water Quality Monitoring,,11NPSWRD_WQX-BLCA_383537107471500,"RED ROCK CANYON AT MOUTH NEAR MONTROSE, CO",Organization ActivityID=BLCA_383537107471500201008250930,,,,38.5935966000,-107.7881153000,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result was Entered into National Database,Specific field gear name added by NPSTORET.,Miscellaneous (Other),STORET-822920750,Not Detected,,Lead,Dissolved,,ug/L,,Final,,Actual,,,,,,,,,,<,,,,,,,,,,NPS_MISSING,11NPSWRD_WQX,Procedure not Required when Result Entered into National Database,,,"USGS-National Water Quality Lab, Denver, CO",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-BLCA_383537107471500201008250930_02/results/822920750/resdetectqntlmts,Method Detection Level,0.03,ug/L,,2020-01-31T17:43:21,STORET
