OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationMethod/MethodIdentifier,LabSamplePreparationMethod/MethodIdentifierContext,LabSamplePreparationMethod/MethodName,LabSamplePreparationMethod/MethodQualifierTypeName,LabSamplePreparationMethod/MethodDescriptionText,PreparationStartDate,PreparationStartTime/Time,PreparationStartTime/TimeZoneCode,PreparationEndDate,PreparationEndTime/Time,PreparationEndTime/TimeZoneCode,SubstitutionDilutionFactorNumeric,ProviderName
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Cadmium,Total,,,,Accepted,,Actual,,,,,,,,,,,01027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM47,USGS,"Metals, wu, ICP-MS",,USGS OF 98-165,"USGS-National Water Quality Lab, Denver, CO",2014-09-09,,,,,,,,Long Term Method Detection Level,0.03,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Chromium,Recoverable,,,,Accepted,,Actual,,,,,,,,,,,01034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM11,USGS,"Elements, wu, cICP-MS",,USGS TMR 5-B1,"USGS-National Water Quality Lab, Denver, CO",2014-09-09,,,,,,,,Long Term Method Detection Level,0.3,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Cobalt,Recoverable,,,,Accepted,,Actual,,,,,,,,,,,01037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM11,USGS,"Elements, wu, cICP-MS",,USGS TMR 5-B1,"USGS-National Water Quality Lab, Denver, CO",2014-09-09,,,,,,,,Long Term Method Detection Level,0.05,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Copper,Recoverable,,,,Accepted,,Actual,,,,,,,,,,,01042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM11,USGS,"Elements, wu, cICP-MS",,USGS TMR 5-B1,"USGS-National Water Quality Lab, Denver, CO",2014-09-09,,,,,,,,Long Term Method Detection Level,0.8,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Iron,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,01046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2014-08-28,,,,,,,,Long Term Method Detection Level,4.0,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Lead,Recoverable,0.05,ug/l,,Accepted,,Actual,,,,,,,,,,,01051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM48,USGS,"Metals, wu, ICP-MS",,USGS OF 98-165,"USGS-National Water Quality Lab, Denver, CO",2014-09-09,,,,,,,below the reporting level but at or above the detection level,Long Term Method Detection Level,0.04,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Manganese,Recoverable,2.1,ug/l,,Accepted,,Actual,,,,,,,,,,,01055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM48,USGS,"Metals, wu, ICP-MS",,USGS OF 98-165,"USGS-National Water Quality Lab, Denver, CO",2014-09-09,,,,,,,,Long Term Method Detection Level,0.4,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Manganese,Dissolved,1.32,ug/l,,Accepted,,Actual,,,,,,,,,,,01056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2014-08-28,,,,,,,,Long Term Method Detection Level,0.20,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Thallium,Total,,,,Accepted,,Actual,,,,,,,,,,,01059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM48,USGS,"Metals, wu, ICP-MS",,USGS OF 98-165,"USGS-National Water Quality Lab, Denver, CO",2014-09-09,,,,,,,,Long Term Method Detection Level,0.06,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Molybdenum,Recoverable,,,,Accepted,,Actual,,,,,,,,,,,01062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM48,USGS,"Metals, wu, ICP-MS",,USGS OF 98-165,"USGS-National Water Quality Lab, Denver, CO",2014-09-09,,,,,,,,Long Term Method Detection Level,0.05,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Nickel,Recoverable,,,,Accepted,,Actual,,,,,,,,,,,01067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM11,USGS,"Elements, wu, cICP-MS",,USGS TMR 5-B1,"USGS-National Water Quality Lab, Denver, CO",2014-09-09,,,,,,,,Long Term Method Detection Level,0.20,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Silver,Recoverable,,,,Accepted,,Actual,,,,,,,,,,,01077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM48,USGS,"Metals, wu, ICP-MS",,USGS OF 98-165,"USGS-National Water Quality Lab, Denver, CO",2014-09-09,,,,,,,,Long Term Method Detection Level,0.02,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Strontium,Recoverable,2.48,ug/l,,Accepted,,Actual,,,,,,,,,,,01082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM48,USGS,"Metals, wu, ICP-MS",,USGS OF 98-165,"USGS-National Water Quality Lab, Denver, CO",2014-09-09,,,,,,,,Long Term Method Detection Level,0.8,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Zinc,Recoverable,11.8,ug/l,,Accepted,,Actual,,,,,,,,,,,01092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM11,USGS,"Elements, wu, cICP-MS",,USGS TMR 5-B1,"USGS-National Water Quality Lab, Denver, CO",2014-09-09,,,,,,,,Long Term Method Detection Level,2.0,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Antimony,Total,,,,Accepted,,Actual,,,,,,,,,,,01097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM48,USGS,"Metals, wu, ICP-MS",,USGS OF 98-165,"USGS-National Water Quality Lab, Denver, CO",2014-09-09,,,,,,,,Long Term Method Detection Level,0.18,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Aluminum,Recoverable,264,ug/l,,Accepted,,Actual,,,,,,,,,,,01105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM48,USGS,"Metals, wu, ICP-MS",,USGS OF 98-165,"USGS-National Water Quality Lab, Denver, CO",2014-09-09,,,,,,,,Long Term Method Detection Level,3.8,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Lithium,Recoverable,,,,Accepted,,Actual,,,,,,,,,,,01132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM48,USGS,"Metals, wu, ICP-MS",,USGS OF 98-165,"USGS-National Water Quality Lab, Denver, CO",2014-09-09,,,,,,,,Long Term Method Detection Level,0.22,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Selenium,Total,,,,Accepted,,Actual,,,,,,,,,,,01147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM11,USGS,"Elements, wu, cICP-MS",,USGS TMR 5-B1,"USGS-National Water Quality Lab, Denver, CO",2014-09-09,,,,,,,,Long Term Method Detection Level,0.10,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Uranium,Total,,,,Accepted,,Actual,,,,,,,,,,,28011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM48,USGS,"Metals, wu, ICP-MS",,USGS OF 98-165,"USGS-National Water Quality Lab, Denver, CO",2014-09-09,,,,,,,,Long Term Method Detection Level,0.014,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,,,,Accepted,,Actual,,,,,,,,,,,62854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",,USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2014-09-05,,,,,,,,Long Term Method Detection Level,0.05,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,0.08,mg/l,,Accepted,,Actual,,,,,,,,,,,62855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",,USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2014-09-04,,,,,,,below the reporting level but at or above the detection level,Long Term Method Detection Level,0.05,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Total dissolved solids,Dissolved,,,,Accepted,,Actual,,,180 deg C,,,,,,,,70300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROE10,USGS,"ROE, wf, 180C, by weight (NWQL)",,"USGS TWRI 5-A1/1989, p 437","USGS-National Water Quality Lab, Denver, CO",2014-09-29,,,,,,,,Lower Reporting Limit,20,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Total dissolved solids,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,70303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,Historical Lower Reporting Limit,0.03,tons/ac ft,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Ammonia and ammonium,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,71846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,Historical Lower Reporting Limit,0.013,mg/l NH4,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Nitrate,Dissolved,0.045,mg/l asNO3,,Accepted,,Actual,,,,,,,,,,,71851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Nitrite,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,71856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,Historical Lower Reporting Limit,0.003,mg/l asNO2,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Specific conductance,Total,5,uS/cm @25C,,Accepted,,Estimated,,,25 deg C,,,,,,,,90095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHT03,USGS,"Specific cond, lab, autom bridge",,"USGS TWRI 5-A1/1989, p 461","USGS-National Water Quality Lab, Denver, CO",2014-08-25,,,,,,,value extrapolated at low end,Lower Reporting Limit,5,uS/cm @25C,,,,,,,,,,,,,,,,,NWIS
