OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationMethod/MethodIdentifier,LabSamplePreparationMethod/MethodIdentifierContext,LabSamplePreparationMethod/MethodName,LabSamplePreparationMethod/MethodQualifierTypeName,LabSamplePreparationMethod/MethodDescriptionText,PreparationStartDate,PreparationStartTime/Time,PreparationStartTime/TimeZoneCode,PreparationEndDate,PreparationEndTime/Time,PreparationEndTime/TimeZoneCode,SubstitutionDilutionFactorNumeric,ProviderName
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,USGS-10243230,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Barium,Dissolved,59.0,ug/l,,Accepted,,Actual,,,,,,,,,,,01005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2018-09-21,,,,,,,,Detection limit by DQCALC,0.6,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,USGS-10243230,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Boron,Dissolved,9.3,ug/l,,Accepted,,Actual,,,,,,,,,,,01020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA13,USGS,"Metals, wf, suppliment, ICP-AES",,USGS OF 96-149,"USGS-National Water Quality Lab, Denver, CO",2018-09-21,,,,,,,,Detection limit by DQCALC,2,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,USGS-10243230,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Iron,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,01046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2018-09-21,,,,,,,,Detection limit by DQCALC,10,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,USGS-10243230,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Manganese,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,01056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2018-09-21,,,,,,,,Detection limit by DQCALC,0.2,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,USGS-10243230,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Molybdenum,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,01060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2018-09-21,,,,,,,,Detection limit by DQCALC,2.2,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,USGS-10243230,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Strontium,Dissolved,79.5,ug/l,,Accepted,,Actual,,,,,,,,,,,01080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2018-09-21,,,,,,,,Detection limit by DQCALC,0.2,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,USGS-10243230,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Lithium,Dissolved,1.55,ug/l,,Accepted,,Actual,,,,,,,,,,,01130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM40,USGS,"Metals, water, ICP-MS (NWQL)",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2018-09-05,,,,,,,,Blank-adjusted method detect limit,0.15,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,USGS-10243230,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Tritium,Total,21.5,pCi/L,,Accepted,,Actual,,,,,0.89,,,,,,07000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LSC14,USGS,"Tritium,enrich liq scint(Reston)",,"USGS TWRI 5-A5/1977, p 79","USGS Tritium Lab, Menlo Park, CA",2019-05-24,,,,,,,,Sample-specific critical level,0.35,pCi/L,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,USGS-10243230,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Uranium,Dissolved,0.669,ug/l,,Accepted,,Actual,,,,,,,,,,,22703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM43,USGS,"Metals, wf, ICP-MS",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2018-09-05,,,,,,,,Blank-adjusted method detect limit,0.03,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,USGS-10243230,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Alkalinity,Dissolved,49,mg/l CaCO3,,Accepted,,Actual,,,,,,,,,,,39086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,USGS-10243230,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Carbon-14,Dissolved,97.49,pct modern,,Accepted,,Actual,,,,,,,,,,,49933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMS02,USGS,"Carbon-14, wf,  by AMS",,NOSAMS General procedure document,"Natl Ocean Sciences AMS Facility (NOSAMS), Woods Hole, MA",2018-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,USGS-10243230,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Carbon-14,Dissolved,0.240,pct modern,,Accepted,Counting Error,Actual,,,,,,,,,,,49934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMS02,USGS,"Carbon-14, wf,  by AMS",,NOSAMS General procedure document,"Natl Ocean Sciences AMS Facility (NOSAMS), Woods Hole, MA",2018-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,USGS-10243230,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Carbon-13/Carbon-12 ratio,Total,-6.40,per mil,,Accepted,,Actual,,,,,,,,,,,82081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS039,USGS,"C-13/12, wf, per NWQL Memo 96-05",,NOSAMS General procedure document,"Natl Ocean Sciences AMS Facility (NOSAMS), Woods Hole, MA",2018-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,USGS-10243230,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Deuterium/Hydrogen ratio,Total,-109,per mil,,Accepted,,Actual,,,,,,,,,,,82082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS007,USGS,"Deuterium/Protium, wu, MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2018-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,USGS-10243230,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Oxygen-18/Oxygen-16 ratio,Total,-15.09,per mil,,Accepted,,Actual,,,,,,,,,,,82085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2018-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01201017,Sample-Routine,Water,Wet Fall Material,2012-06-07,12:00:00,PDT,2012-10-15,12:00:59,PDT,,,,,,,,,,,USGS-385409114185401,,,Not applicable,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Precipitation,,9.50,in,,Preliminary,,Actual,,,,,,,,,,,00193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01300730,Sample-Routine,Water,Wet Fall Material,2012-10-15,12:00:00,PDT,2013-06-06,12:00:59,PDT,,,,,,,,,,,USGS-385409114185401,,,Not applicable,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Precipitation,,12.75,in,,Preliminary,,Actual,,,,,,,,,,,00193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01102051,Sample-Routine,Water,Wet Fall Material,2011-06-29,12:00:00,PDT,2011-10-20,12:00:59,PDT,,,,,,,,,,,USGS-385409114185401,,,Not applicable,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Precipitation,,6.25,in,,Preliminary,,Actual,,,,,,,,,,,00193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100307,Sample-Routine,Water,Surface Water,2011-04-19,14:15:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Temperature, water",,7.8,deg C,,Preliminary,,Actual,,,,,,,,,,,00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100307,Sample-Routine,Water,Surface Water,2011-04-19,14:15:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Temperature, air",,14.5,deg C,,Preliminary,,Actual,,,,,,,,,,,00020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100307,Sample-Routine,Water,Surface Water,2011-04-19,14:15:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Stream flow, instantaneous",,13,ft3/s,,Preliminary,,Actual,,,,,,,,,,,00061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100307,Sample-Routine,Water,Surface Water,2011-04-19,14:15:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Specific conductance,Total,62,uS/cm @25C,,Preliminary,,Actual,,,25 deg C,,,,,,,,00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100307,Sample-Routine,Water,Surface Water,2011-04-19,14:15:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Acidity, (H+)",Total,0.00006,mg/l,,Preliminary,,Actual,,,,,,,,,,,00191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100307,Sample-Routine,Water,Surface Water,2011-04-19,14:15:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Oxygen,Dissolved,10.3,mg/l,,Preliminary,,Actual,,,,,,,,,,,00300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100307,Sample-Routine,Water,Surface Water,2011-04-19,14:15:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,pH,Total,7.2,std units,,Preliminary,,Actual,,,,,,,,,,,00400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100307,Sample-Routine,Water,Surface Water,2011-04-19,14:15:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Stream flow, instantaneous",,0.37,m3/sec,,Preliminary,,Actual,,,,,,,,,,,30209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100157,Sample-Routine,Water,Surface Water,2011-01-25,13:55:00,PST,,,,,,,,,,,,,,USGS-385928114144201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Oxygen,Dissolved,10.8,mg/l,,Preliminary,,Actual,,,,,,,,,,,00300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100157,Sample-Routine,Water,Surface Water,2011-01-25,13:55:00,PST,,,,,,,,,,,,,,USGS-385928114144201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Temperature, water",,1.2,deg C,,Preliminary,,Actual,,,,,,,,,,,00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100157,Sample-Routine,Water,Surface Water,2011-01-25,13:55:00,PST,,,,,,,,,,,,,,USGS-385928114144201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Temperature, air",,3.0,deg C,,Preliminary,,Actual,,,,,,,,,,,00020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100157,Sample-Routine,Water,Surface Water,2011-01-25,13:55:00,PST,,,,,,,,,,,,,,USGS-385928114144201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Barometric pressure,,590,mm/Hg,,Preliminary,,Actual,,,,,,,,,,,00025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100157,Sample-Routine,Water,Surface Water,2011-01-25,13:55:00,PST,,,,,,,,,,,,,,USGS-385928114144201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Stream flow, instantaneous",,3.7,ft3/s,,Preliminary,,Actual,,,,,,,,,,,00061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100157,Sample-Routine,Water,Surface Water,2011-01-25,13:55:00,PST,,,,,,,,,,,,,,USGS-385928114144201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Specific conductance,Total,51,uS/cm @25C,,Preliminary,,Actual,,,25 deg C,,,,,,,,00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100157,Sample-Routine,Water,Surface Water,2011-01-25,13:55:00,PST,,,,,,,,,,,,,,USGS-385928114144201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Acidity, (H+)",Total,0.00002,mg/l,,Preliminary,,Actual,,,,,,,,,,,00191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100157,Sample-Routine,Water,Surface Water,2011-01-25,13:55:00,PST,,,,,,,,,,,,,,USGS-385928114144201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Oxygen,Dissolved,99,% saturatn,,Preliminary,,Actual,,,,,,,,,,,00301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100157,Sample-Routine,Water,Surface Water,2011-01-25,13:55:00,PST,,,,,,,,,,,,,,USGS-385928114144201,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,pH,Total,7.7,std units,,Preliminary,,Actual,,,,,,,,,,,00400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
