OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.018M,Sample-Routine,Water,Surface Water,2011-10-21,10:15:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,,,,,37.8091000000,-105.5067000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913800843,,,Sodium,Dissolved,969,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-14,,,,,,,2021-09-22T20:38:50,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.012PH,Field Msr/Obs-Habitat Assessment,Water,Surface Water,2011-07-02,13:15:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1003,Medano Cr - Site 2,Phys Hab,,,,37.7956000000,-105.5047000000,Modified RBA3,CORIVWCH_WQX,Modified RBA3,,Visual Sighting,STORET-914245910,,,"RBP2, Instream Features, Canopy Cover (choice list)",,PARTLY OPEN,None,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2011-07-02,,,,,,,2021-09-22T21:48:48,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.004M,Sample-Routine,Water,Surface Water,2011-02-18,13:15:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,,,,,37.8091000000,-105.5067000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913800512,,,Calcium,Dissolved,13976,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2011-10-24,,,,,,,2021-09-22T20:38:48,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.017M,Sample-Routine,Water,Surface Water,2011-10-21,12:00:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1003,Medano Cr - Site 2,,,,,37.7956000000,-105.5047000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913801781,,,Aluminum,Dissolved,0,ug/L,U,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-13,,,,,,,2021-09-22T20:38:54,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.004M,Sample-Routine,Water,Surface Water,2011-02-18,13:15:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,,,,,37.8091000000,-105.5067000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913800503,,,Aluminum,Dissolved,0,ug/L,U,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2011-10-24,,,,,,,2021-09-22T20:38:48,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.004,Sample-Routine,Water,Surface Water,2011-02-18,13:15:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,,,,,37.8091000000,-105.5067000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913160540,,,Dissolved oxygen (DO),,9.5,mg/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,360.2,USEPA,Dissolved Oxygen by Winkler Technique,,https://www.nemi.gov/methods/method_summary/5253/,,2011-02-18,,,,,,,2021-09-22T18:32:17,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.013,Sample-Routine,Water,Surface Water,2011-07-22,11:15:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,,,,,37.8091000000,-105.5067000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913160592,,,"Alkalinity, Phenolphthalein (total hydroxide+1/2 carbonate)",Total,0,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,310.1,USEPA,Alkalinity by Titration,,https://www.nemi.gov/methods/method_summary/5230/,,2011-07-22,,,,,,,2021-09-22T18:32:17,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.016M,Sample-Routine,Water,Surface Water,2011-09-16,15:00:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1003,Medano Cr - Site 2,,,,,37.7956000000,-105.5047000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913801768,,,Sodium,Dissolved,1624,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-13,,,,,,,2021-09-22T20:38:54,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.012XS,Field Msr/Obs-Habitat Assessment,Water,Surface Water,2011-07-01,14:00:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,XS Depth,,,,37.8091000000,-105.5067000000,Modified RBA3,CORIVWCH_WQX,Modified RBA3,,Visual Sighting,STORET-914245772,,,Cross-section Depth,,0,ft,,Validated,,Actual,,,,,,,,,,Sequence #10,,,,,,,,,,,,,,,,2011-07-01,,,,,,,2021-09-22T21:48:47,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.006M,Sample-Routine,Water,Surface Water,2011-03-30,11:00:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,,,,,37.8091000000,-105.5067000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913800564,,,Cadmium,Total,0,ug/L,U,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2011-10-21,,,,,,,2021-09-22T20:38:48,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.012SC4,Field Msr/Obs-Habitat Assessment,Water,Surface Water,2011-07-01,14:00:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,Sub Samp,,,,37.8091000000,-105.5067000000,Modified RBA3,CORIVWCH_WQX,Modified RBA3,,Visual Sighting,STORET-914245821,,,"RBP2, Substrate, inorganic, sand, 0.06-2.0 mm",,10,%,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2011-07-01,,,,,,,2021-09-22T21:48:47,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.016M,Sample-Routine,Water,Surface Water,2011-09-16,13:15:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,,,,,37.8091000000,-105.5067000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913800834,,,Selenium,Dissolved,0,ug/L,U,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-13,,,,,,,2021-09-22T20:38:49,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.012M,Sample-Routine,Water,Surface Water,2011-07-02,13:15:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1003,Medano Cr - Site 2,,,,,37.7956000000,-105.5047000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913801652,,,Magnesium,Total,3016,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-15,,,,,,,2021-09-22T20:38:54,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.010M,Sample-Routine,Water,Surface Water,2011-05-27,12:45:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1003,Medano Cr - Site 2,,,,,37.7956000000,-105.5047000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913801607,,,Lead,Total,0,ug/L,U,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-16,,,,,,,2021-09-22T20:38:53,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.012PH,Field Msr/Obs-Habitat Assessment,Water,Surface Water,2011-07-02,13:15:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1003,Medano Cr - Site 2,Phys Hab,,,,37.7956000000,-105.5047000000,Modified RBA3,CORIVWCH_WQX,Modified RBA3,,Visual Sighting,STORET-914245919,,,"RBP2, Instream features, est. stream width",,20,ft,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2011-07-02,,,,,,,2021-09-22T21:48:48,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.003M,Sample-Routine,Water,Surface Water,2011-01-21,13:00:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,,,,,37.8091000000,-105.5067000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913800491,,,Lead,Dissolved,0,ug/L,U,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2011-03-02,,,,,,,2021-09-22T20:38:48,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.004M,Sample-Routine,Water,Surface Water,2011-02-18,16:15:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1003,Medano Cr - Site 2,,,,,37.7956000000,-105.5047000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913801449,,,Cadmium,Total,0,ug/L,U,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2011-10-24,,,,,,,2021-09-22T20:38:53,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.004M,Sample-Routine,Water,Surface Water,2011-02-18,13:15:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,,,,,37.8091000000,-105.5067000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913800516,,,Cadmium,Total,0,ug/L,U,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2011-10-24,,,,,,,2021-09-22T20:38:48,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.009M,Sample-Routine,Water,Surface Water,2011-05-14,14:00:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1003,Medano Cr - Site 2,,,,,37.7956000000,-105.5047000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913801564,,,Aluminum,Dissolved,22,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-16,,,,,,,2021-09-22T20:38:53,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.013M,Sample-Routine,Water,Surface Water,2011-07-22,13:00:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1003,Medano Cr - Site 2,,,,,37.7956000000,-105.5047000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913801679,,,Magnesium,Total,3213,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-13,,,,,,,2021-09-22T20:38:54,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.007M,Sample-Routine,Water,Surface Water,2011-04-16,12:30:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,,,,,37.8091000000,-105.5067000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913800592,,,Sodium,Total,909,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2011-10-21,,,,,,,2021-09-22T20:38:48,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.018,Sample-Routine,Water,Surface Water,2011-10-21,10:15:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,,,,,37.8091000000,-105.5067000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913160624,,as CaCO3,"Alkalinity, total",,40,mg/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,310.1,USEPA,Alkalinity by Titration,,https://www.nemi.gov/methods/method_summary/5230/,,2011-10-21,,,,,,,2021-09-22T18:32:18,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.015M,Sample-Routine,Water,Surface Water,2011-09-02,10:00:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1003,Medano Cr - Site 2,,,,,37.7956000000,-105.5047000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913801735,,,Arsenic,Total,0,ug/L,U,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-13,,,,,,,2021-09-22T20:38:54,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.013M,Sample-Routine,Water,Surface Water,2011-07-22,13:00:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1003,Medano Cr - Site 2,,,,,37.7956000000,-105.5047000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913801671,,,Potassium,Dissolved,1073,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-13,,,,,,,2021-09-22T20:38:54,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.005M,Sample-Routine,Water,Surface Water,2011-03-18,15:15:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1003,Medano Cr - Site 2,,,,,37.7956000000,-105.5047000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913801461,,,Calcium,Dissolved,13396,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2011-10-21,,,,,,,2021-09-22T20:38:53,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.004M,Sample-Routine,Water,Surface Water,2011-02-18,16:15:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1003,Medano Cr - Site 2,,,,,37.7956000000,-105.5047000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913801430,,,Manganese,Dissolved,24.4,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2011-10-24,,,,,,,2021-09-22T20:38:53,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.018M,Sample-Routine,Water,Surface Water,2011-11-18,13:45:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1003,Medano Cr - Site 2,,,,,37.7956000000,-105.5047000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913801819,,,Calcium,Total,13782,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-15,,,,,,,2021-09-22T20:38:54,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.006M,Sample-Routine,Water,Surface Water,2011-03-30,11:00:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,,,,,37.8091000000,-105.5067000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913800545,,,Potassium,Total,1487,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2011-10-21,,,,,,,2021-09-22T20:38:48,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.019M,Sample-Routine,Water,Surface Water,2011-11-18,12:45:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,,,,,37.8091000000,-105.5067000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913800867,,,Calcium,Total,13007,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-15,,,,,,,2021-09-22T20:38:50,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.008M,Sample-Routine,Water,Surface Water,2011-04-30,10:45:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,,,,,37.8091000000,-105.5067000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913800614,,,Sodium,Total,868,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2011-10-20,,,,,,,2021-09-22T20:38:48,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.003M,Sample-Routine,Water,Surface Water,2011-01-21,13:00:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,,,,,37.8091000000,-105.5067000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913800484,,,Manganese,Dissolved,6.4,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2011-03-02,,,,,,,2021-09-22T20:38:48,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-201160047-20110706_S-ROUTINE,Sample-Routine,Water,Surface Water,2011-07-06,09:00:00,MDT,,,,,,,,,,,,BIOHAB,Biohabitat Assessment Water Quality Samples,CDPHE-WQCD,21COL001_WQX-8530,SAND CREEK NEAR LIBERTY,Collection Number 201160047;,,,,37.8429300000,-105.5833500000,STREAM_1,21COL001_WQX,WQCD Stream Sampling Procedure,,Water Sampler (Other),STORET-949419767,Not Detected,as N,Nitrate + Nitrite,Total,,mg/L,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,,2011-07-06,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21COL001_WQX/activities/21COL001_WQX-201160047-20110706_S-ROUTINE/results/949419767/resdetectqntlmts,Lower Reporting Limit,0.02,mg/L,,2022-08-23T14:01:17,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.012PH,Field Msr/Obs-Habitat Assessment,Water,Surface Water,2011-07-01,14:00:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,Phys Hab,,,,37.8091000000,-105.5067000000,Modified RBA3,CORIVWCH_WQX,Modified RBA3,,Visual Sighting,STORET-914245770,,,"RBP2, Watershed, Predominant Surrounding Landuse (choice list)",,OTHER,None,,Validated,,Actual,,,,,,,,,,Right Bank - Dunes,,,,,,,,,,,,,,,,2011-07-01,,,,,,,2021-09-22T21:48:47,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.008M,Sample-Routine,Water,Surface Water,2011-04-30,13:00:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1003,Medano Cr - Site 2,,,,,37.7956000000,-105.5047000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913801539,,,Sodium,Dissolved,1062,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2011-10-21,,,,,,,2021-09-22T20:38:53,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.017M,Sample-Routine,Water,Surface Water,2011-10-21,12:00:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1003,Medano Cr - Site 2,,,,,37.7956000000,-105.5047000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913801787,,,Lead,Dissolved,0,ug/L,U,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-13,,,,,,,2021-09-22T20:38:54,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.006M,Sample-Routine,Water,Surface Water,2011-03-30,13:45:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1003,Medano Cr - Site 2,,,,,37.7956000000,-105.5047000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913801490,,,Iron,Total,475,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2011-10-21,,,,,,,2021-09-22T20:38:53,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.012SC1,Field Msr/Obs-Habitat Assessment,Water,Surface Water,2011-07-01,14:00:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,Sub Samp,,,,37.8091000000,-105.5067000000,Modified RBA3,CORIVWCH_WQX,Modified RBA3,,Visual Sighting,STORET-914245776,,,"RBP2, Substrate, inorganic, gravel, 2-64 mm",,20,%,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2011-07-01,,,,,,,2021-09-22T21:48:47,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.017M,Sample-Routine,Water,Surface Water,2011-10-21,12:00:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1003,Medano Cr - Site 2,,,,,37.7956000000,-105.5047000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913801790,,,Iron,Total,951,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-13,,,,,,,2021-09-22T20:38:54,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.016M,Sample-Routine,Water,Surface Water,2011-09-16,13:15:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,,,,,37.8091000000,-105.5067000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913800818,,,Calcium,Dissolved,13386,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-13,,,,,,,2021-09-22T20:38:49,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.012SC1,Field Msr/Obs-Habitat Assessment,Water,Surface Water,2011-07-01,14:00:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,Sub Samp,,,,37.8091000000,-105.5067000000,Modified RBA3,CORIVWCH_WQX,Modified RBA3,,Visual Sighting,STORET-914245780,,,"RBP2, Substrate, inorganic, bedrock",,0,%,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2011-07-01,,,,,,,2021-09-22T21:48:47,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.016M,Sample-Routine,Water,Surface Water,2011-09-16,13:15:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,,,,,37.8091000000,-105.5067000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913800810,,,Aluminum,Total,77,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-13,,,,,,,2021-09-22T20:38:49,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.007M,Sample-Routine,Water,Surface Water,2011-04-16,12:30:00,MST,,,,,,,,,,,,1,Colorado River Watch,,CORIVWCH_WQX-1001,little Medano Cr - Control,,,,,37.8091000000,-105.5067000000,SM 1060B,CORIVWCH_WQX,SM 1060B,,Water Bottle,STORET-913800595,,,Selenium,Dissolved,0,ug/L,U,Validated,,Actual,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2011-10-21,,,,,,,2021-09-22T20:38:48,STORET
